dataset,N,N_indexed,pattern,frac,seed,graph_variant,edge_overlap_with_oracle,authorized_largest_component_fraction,avg_shortest_path_length_authorized,out_degree_mean,in_degree_mean,hub_coverage,greedy_search_success_rate,query_expanded_nodes,query_path_length,unauthorized_overlay_endpoint_count
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,3,no-bypass,0.377849,0.883766,4.72619,15.948724,15.767084,0.88,0.82021,18152,6.987349,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,4,no-bypass,0.379462,0.884243,4.768753,16.2785,16.976261,0.88,0.812067,18518,7.144234,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,0,physical-delete-local-repair,0.446549,0.972479,3.866488,16.501892,15.157336,0.88,0.93008,15867,6.10742,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,1,physical-delete-local-repair,0.495521,0.971566,3.793172,15.77079,16.314586,0.88,0.937496,17083,5.954208,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,2,physical-delete-local-repair,0.51484,0.967938,3.812285,15.685065,15.483229,0.88,0.94672,16868,6.001863,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,3,physical-delete-local-repair,0.460584,0.971863,3.819804,16.288732,15.881596,0.88,0.947092,16751,6.017828,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,4,physical-delete-local-repair,0.483894,0.971205,3.853395,15.883325,15.956069,0.88,0.936009,16035,5.931355,0
SIFT1M,1000000,1000000,random,0.1,0,base-before-revocation,0.0,0.992929,3.098127,15.900056,16.843949,0.88,0.977489,13788,5.052528,0
SIFT1M,1000000,1000000,random,0.1,1,base-before-revocation,0.0,0.997047,3.190887,15.986475,15.892101,0.88,0.989785,14505,5.086823,0
SIFT1M,1000000,1000000,random,0.1,2,base-before-revocation,0.0,0.997422,3.180024,16.737039,16.852351,0.88,0.986804,13588,4.885389,0
SIFT1M,1000000,1000000,random,0.1,3,base-before-revocation,0.0,0.994724,3.102555,16.046581,16.917536,0.88,0.995799,13478,4.815994,0
SIFT1M,1000000,1000000,random,0.1,4,base-before-revocation,0.0,0.993064,3.222621,16.308714,15.847549,0.88,0.983771,13831,4.833846,0
SIFT1M,1000000,1000000,random,0.1,0,oracle-rebuild-authorized,1.0,0.991508,3.189404,16.283426,16.419901,0.96,0.987514,13710,5.218833,0
SIFT1M,1000000,1000000,random,0.1,1,oracle-rebuild-authorized,1.0,0.995203,3.209087,16.066874,16.124473,0.96,0.976099,13077,5.225637,0
SIFT1M,1000000,1000000,random,0.1,2,oracle-rebuild-authorized,1.0,0.989574,3.212137,15.733119,16.138278,0.96,0.987247,13681,5.144204,0
SIFT1M,1000000,1000000,random,0.1,3,oracle-rebuild-authorized,1.0,0.995386,3.180847,16.360989,15.550639,0.96,0.98236,14411,5.154272,0
SIFT1M,1000000,1000000,random,0.1,4,oracle-rebuild-authorized,1.0,0.999046,3.215174,16.448712,15.846948,0.96,0.980757,14251,5.23574,0
SIFT1M,1000000,1000000,random,0.1,0,lethe-pruned-bypass,0.506681,0.985824,3.340047,16.538853,16.172769,0.96,0.954557,15016,5.641309,0
SIFT1M,1000000,1000000,random,0.1,1,lethe-pruned-bypass,0.555788,0.992151,3.344165,15.842413,15.976091,0.96,0.967507,15461,5.678599,0
SIFT1M,1000000,1000000,random,0.1,2,lethe-pruned-bypass,0.489993,0.987834,3.437588,16.409935,15.947581,0.96,0.971058,14895,5.524524,0
SIFT1M,1000000,1000000,random,0.1,3,lethe-pruned-bypass,0.535584,0.986355,3.414477,15.822228,15.21906,0.96,0.963713,15930,5.653915,0
SIFT1M,1000000,1000000,random,0.1,4,lethe-pruned-bypass,0.510552,0.987365,3.502851,15.963868,16.572961,0.96,0.961032,14967,5.475371,0
SIFT1M,1000000,1000000,random,0.1,0,lethe-full-bypass,0.600518,0.990155,3.244808,15.473831,16.445468,0.96,0.982631,14307,5.298081,0
SIFT1M,1000000,1000000,random,0.1,1,lethe-full-bypass,0.632738,0.98998,3.28461,16.373816,15.680805,0.96,0.977193,14327,5.178548,0
SIFT1M,1000000,1000000,random,0.1,2,lethe-full-bypass,0.701863,0.992735,3.335948,16.1733,15.431735,0.96,0.971556,14644,5.089942,0
SIFT1M,1000000,1000000,random,0.1,3,lethe-full-bypass,0.598877,0.994119,3.248072,15.793168,16.093702,0.96,0.971945,14128,5.334153,0
SIFT1M,1000000,1000000,random,0.1,4,lethe-full-bypass,0.604957,0.990832,3.337859,15.995938,15.742107,0.96,0.978313,13646,5.357786,0
SIFT1M,1000000,1000000,random,0.1,0,no-bypass,0.380036,0.926375,4.159096,16.273446,16.584675,0.88,0.892938,17267,7.08188,0
SIFT1M,1000000,1000000,random,0.1,1,no-bypass,0.337711,0.928158,4.170959,15.76,16.254398,0.88,0.89304,19024,7.08366,0
SIFT1M,1000000,1000000,random,0.1,2,no-bypass,0.331635,0.92842,4.20585,16.572259,15.870754,0.88,0.888588,17262,7.048412,0
SIFT1M,1000000,1000000,random,0.1,3,no-bypass,0.356622,0.921688,4.126058,15.072005,15.231964,0.88,0.885091,17385,6.980043,0
SIFT1M,1000000,1000000,random,0.1,4,no-bypass,0.354536,0.925861,4.164364,16.113794,15.879568,0.88,0.89038,17413,7.137837,0
SIFT1M,1000000,1000000,random,0.1,0,physical-delete-local-repair,0.439125,0.965441,3.652032,16.52945,16.283695,0.88,0.932756,16306,6.02592,0
SIFT1M,1000000,1000000,random,0.1,1,physical-delete-local-repair,0.451603,0.966683,3.738829,15.731294,16.133009,0.88,0.939641,16545,6.056706,0
SIFT1M,1000000,1000000,random,0.1,2,physical-delete-local-repair,0.424238,0.97125,3.708251,16.203343,16.449328,0.88,0.94134,15916,5.973065,0
SIFT1M,1000000,1000000,random,0.1,3,physical-delete-local-repair,0.474657,0.967637,3.687284,16.020387,16.306703,0.88,0.942511,16174,5.96017,0
SIFT1M,1000000,1000000,random,0.1,4,physical-delete-local-repair,0.482762,0.968692,3.702455,15.28801,16.620456,0.88,0.935639,16849,5.989744,0
SIFT1M,1000000,1000000,random,0.2,0,base-before-revocation,0.0,0.992763,3.198742,15.654546,16.870663,0.88,0.976119,13061,4.82398,0
SIFT1M,1000000,1000000,random,0.2,1,base-before-revocation,0.0,0.993322,3.235256,16.030646,16.575965,0.88,0.981536,14082,4.87781,0
SIFT1M,1000000,1000000,random,0.2,2,base-before-revocation,0.0,0.995655,3.19342,15.643111,15.698314,0.88,0.991613,14380,5.023226,0
SIFT1M,1000000,1000000,random,0.2,3,base-before-revocation,0.0,0.996236,3.145328,15.500237,16.257831,0.88,0.96805,13811,5.005334,0
SIFT1M,1000000,1000000,random,0.2,4,base-before-revocation,0.0,0.995633,3.078155,17.018497,15.644674,0.88,0.972374,13550,4.962459,0
SIFT1M,1000000,1000000,random,0.2,0,oracle-rebuild-authorized,1.0,0.99835,3.181661,15.535208,15.636838,0.96,0.978842,14325,5.032363,0
SIFT1M,1000000,1000000,random,0.2,1,oracle-rebuild-authorized,1.0,0.990837,3.190639,16.097728,15.684926,0.96,0.974995,13715,5.097839,0
SIFT1M,1000000,1000000,random,0.2,2,oracle-rebuild-authorized,1.0,0.993264,3.251407,16.008488,15.419002,0.96,0.990829,14583,5.091596,0
SIFT1M,1000000,1000000,random,0.2,3,oracle-rebuild-authorized,1.0,0.993323,3.158816,16.012552,16.498438,0.96,0.986528,14325,5.214724,0
SIFT1M,1000000,1000000,random,0.2,4,oracle-rebuild-authorized,1.0,0.995907,3.256225,15.873821,16.484897,0.96,0.981364,14761,5.292892,0
SIFT1M,1000000,1000000,random,0.2,0,lethe-pruned-bypass,0.541433,0.992378,3.356541,16.027195,16.054623,0.96,0.970891,14727,5.647475,0
SIFT1M,1000000,1000000,random,0.2,1,lethe-pruned-bypass,0.514289,0.986607,3.486095,14.646508,15.678259,0.96,0.977558,15077,5.508335,0
SIFT1M,1000000,1000000,random,0.2,2,lethe-pruned-bypass,0.590188,0.99269,3.350418,16.074187,15.659083,0.96,0.973535,14904,5.615449,0
SIFT1M,1000000,1000000,random,0.2,3,lethe-pruned-bypass,0.531994,0.989491,3.448822,16.205327,15.664465,0.96,0.953747,15186,5.660717,0
SIFT1M,1000000,1000000,random,0.2,4,lethe-pruned-bypass,0.526215,0.985281,3.393252,16.014785,15.555383,0.96,0.97136,15175,5.551219,0
SIFT1M,1000000,1000000,random,0.2,0,lethe-full-bypass,0.558414,0.988834,3.275848,14.656158,16.853414,0.96,0.96234,14277,5.4575,0
SIFT1M,1000000,1000000,random,0.2,1,lethe-full-bypass,0.650162,0.994976,3.287586,16.012048,17.105588,0.96,0.976762,14394,5.561974,0
SIFT1M,1000000,1000000,random,0.2,2,lethe-full-bypass,0.677518,0.990581,3.313362,15.727376,16.089999,0.96,0.979129,14890,5.452626,0
SIFT1M,1000000,1000000,random,0.2,3,lethe-full-bypass,0.633548,0.990312,3.404604,16.399055,15.873039,0.96,0.977789,14622,5.157127,0
SIFT1M,1000000,1000000,random,0.2,4,lethe-full-bypass,0.652264,0.990504,3.30973,15.371896,16.045693,0.96,0.979611,13989,5.289076,0
SIFT1M,1000000,1000000,random,0.2,0,no-bypass,0.328877,0.924314,4.278055,16.603649,16.264784,0.88,0.875947,17656,7.192034,0
SIFT1M,1000000,1000000,random,0.2,1,no-bypass,0.321037,0.917831,4.162534,15.601576,16.200824,0.88,0.881462,17272,7.11791,0
SIFT1M,1000000,1000000,random,0.2,2,no-bypass,0.322233,0.920608,4.197777,15.718069,15.337914,0.88,0.883326,18553,7.108498,0
SIFT1M,1000000,1000000,random,0.2,3,no-bypass,0.333019,0.919208,4.257231,16.131346,16.027423,0.88,0.881456,17552,7.183396,0
SIFT1M,1000000,1000000,random,0.2,4,no-bypass,0.330023,0.923336,4.324416,15.600293,16.106969,0.88,0.888668,18794,7.141564,0
SIFT1M,1000000,1000000,random,0.2,0,physical-delete-local-repair,0.4892,0.966937,3.813267,15.924783,16.193588,0.88,0.94003,15901,5.770144,0
SIFT1M,1000000,1000000,random,0.2,1,physical-delete-local-repair,0.411909,0.967656,3.718548,15.650744,16.196668,0.88,0.940763,16458,5.900932,0
SIFT1M,1000000,1000000,random,0.2,2,physical-delete-local-repair,0.451301,0.966645,3.713117,16.035868,15.733729,0.88,0.933069,15845,6.023141,0
SIFT1M,1000000,1000000,random,0.2,3,physical-delete-local-repair,0.461533,0.969319,3.68272,16.397943,16.297053,0.88,0.927099,16286,5.964272,0
SIFT1M,1000000,1000000,random,0.2,4,physical-delete-local-repair,0.450842,0.966858,3.74816,16.386999,15.19142,0.88,0.945779,16684,5.855579,0
SIFT1M,1000000,1000000,random,0.3,0,base-before-revocation,0.0,0.995144,3.182864,15.136508,15.703941,0.88,0.984098,13916,4.988974,0
SIFT1M,1000000,1000000,random,0.3,1,base-before-revocation,0.0,1.0,3.123497,16.180398,15.834825,0.88,0.978437,13940,4.990757,0
SIFT1M,1000000,1000000,random,0.3,2,base-before-revocation,0.0,0.990115,3.09255,15.382369,14.928272,0.88,0.984478,14050,4.854967,0
SIFT1M,1000000,1000000,random,0.3,3,base-before-revocation,0.0,0.996541,3.089759,16.316507,16.439458,0.88,0.987289,13484,4.965521,0
SIFT1M,1000000,1000000,random,0.3,4,base-before-revocation,0.0,0.99665,3.094739,16.387865,15.191937,0.88,0.975267,13525,5.150165,0
SIFT1M,1000000,1000000,random,0.3,0,oracle-rebuild-authorized,1.0,0.995159,3.163377,16.635024,16.513454,0.96,0.968796,14099,5.016468,0
SIFT1M,1000000,1000000,random,0.3,1,oracle-rebuild-authorized,1.0,0.992569,3.245159,15.637487,15.376364,0.96,0.986219,13948,5.204234,0
SIFT1M,1000000,1000000,random,0.3,2,oracle-rebuild-authorized,1.0,0.992912,3.213944,15.897736,15.830004,0.96,0.981122,14182,5.10611,0
SIFT1M,1000000,1000000,random,0.3,3,oracle-rebuild-authorized,1.0,0.99688,3.253551,15.75608,15.578108,0.96,0.979166,14306,5.365819,0
SIFT1M,1000000,1000000,random,0.3,4,oracle-rebuild-authorized,1.0,0.994465,3.227703,15.493826,15.967471,0.96,0.977764,13050,5.244124,0
SIFT1M,1000000,1000000,random,0.3,0,lethe-pruned-bypass,0.518392,0.993349,3.480153,15.940475,15.92452,0.96,0.973442,15229,5.424531,0
SIFT1M,1000000,1000000,random,0.3,1,lethe-pruned-bypass,0.539298,0.985565,3.363219,15.706304,15.74267,0.96,0.963774,16233,5.487478,0
SIFT1M,1000000,1000000,random,0.3,2,lethe-pruned-bypass,0.523405,0.990179,3.468823,15.449302,16.315143,0.96,0.976942,14885,5.608241,0
SIFT1M,1000000,1000000,random,0.3,3,lethe-pruned-bypass,0.542221,0.987167,3.469883,16.181429,15.677775,0.96,0.974136,14181,5.401987,0
SIFT1M,1000000,1000000,random,0.3,4,lethe-pruned-bypass,0.529464,0.990459,3.492051,16.756765,16.466676,0.96,0.966341,15193,5.445677,0
SIFT1M,1000000,1000000,random,0.3,0,lethe-full-bypass,0.596693,0.992272,3.235008,16.070846,17.066127,0.96,0.983916,14412,5.243535,0
SIFT1M,1000000,1000000,random,0.3,1,lethe-full-bypass,0.611541,0.989896,3.246106,16.719448,15.131476,0.96,0.976547,15070,5.472731,0
SIFT1M,1000000,1000000,random,0.3,2,lethe-full-bypass,0.61721,0.993097,3.313601,16.90265,16.128089,0.96,0.985511,14765,5.472771,0
SIFT1M,1000000,1000000,random,0.3,3,lethe-full-bypass,0.619792,0.995635,3.214581,16.099703,15.759977,0.96,0.978073,14210,5.20219,0
SIFT1M,1000000,1000000,random,0.3,4,lethe-full-bypass,0.579426,0.989848,3.281198,15.265607,15.815993,0.96,0.971415,14367,5.476144,0
SIFT1M,1000000,1000000,random,0.3,0,no-bypass,0.356712,0.912991,4.25192,16.398209,15.88224,0.88,0.874954,17503,6.95672,0
SIFT1M,1000000,1000000,random,0.3,1,no-bypass,0.350368,0.910409,4.26689,16.328934,15.9513,0.88,0.866466,17795,7.073087,0
SIFT1M,1000000,1000000,random,0.3,2,no-bypass,0.357212,0.923329,4.302701,16.472755,16.520134,0.88,0.870125,18233,7.101037,0
SIFT1M,1000000,1000000,random,0.3,3,no-bypass,0.367395,0.91298,4.278692,16.021549,15.972153,0.88,0.860713,16960,6.985078,0
SIFT1M,1000000,1000000,random,0.3,4,no-bypass,0.312967,0.918021,4.26414,16.834542,15.887701,0.88,0.865652,18011,7.011062,0
SIFT1M,1000000,1000000,random,0.3,0,physical-delete-local-repair,0.466187,0.970702,3.754344,16.379298,16.115183,0.88,0.942077,16978,5.931335,0
SIFT1M,1000000,1000000,random,0.3,1,physical-delete-local-repair,0.421924,0.971158,3.717872,17.123002,15.649713,0.88,0.932448,16187,6.125166,0
SIFT1M,1000000,1000000,random,0.3,2,physical-delete-local-repair,0.481645,0.975618,3.621947,15.784124,15.291063,0.88,0.94703,16103,5.896858,0
SIFT1M,1000000,1000000,random,0.3,3,physical-delete-local-repair,0.434421,0.972534,3.788996,16.235002,16.32248,0.88,0.93443,17546,6.052146,0
SIFT1M,1000000,1000000,random,0.3,4,physical-delete-local-repair,0.501454,0.973237,3.748825,16.248808,16.187122,0.88,0.942088,16078,6.068099,0
SIFT1M,1000000,1000000,random,0.4,0,base-before-revocation,0.0,0.999916,3.062655,15.433748,15.426218,0.88,0.981486,13854,4.963583,0
SIFT1M,1000000,1000000,random,0.4,1,base-before-revocation,0.0,0.998279,3.175678,16.378634,16.404611,0.88,0.984226,13859,5.15757,0
SIFT1M,1000000,1000000,random,0.4,2,base-before-revocation,0.0,1.0,3.213763,16.351426,15.787736,0.88,0.990387,13894,5.173319,0
SIFT1M,1000000,1000000,random,0.4,3,base-before-revocation,0.0,0.998779,3.138239,15.936441,15.559784,0.88,0.978491,13482,5.075921,0
SIFT1M,1000000,1000000,random,0.4,4,base-before-revocation,0.0,0.994671,3.170237,15.533737,15.963879,0.88,0.984488,13048,4.773617,0
SIFT1M,1000000,1000000,random,0.4,0,oracle-rebuild-authorized,1.0,0.992168,3.244968,16.533871,15.992204,0.96,0.991413,14041,5.201449,0
SIFT1M,1000000,1000000,random,0.4,1,oracle-rebuild-authorized,1.0,0.994508,3.215985,16.002552,15.449642,0.96,0.986193,13737,5.110051,0
SIFT1M,1000000,1000000,random,0.4,2,oracle-rebuild-authorized,1.0,0.996856,3.10001,16.058451,15.261257,0.96,0.980895,13902,5.118818,0
SIFT1M,1000000,1000000,random,0.4,3,oracle-rebuild-authorized,1.0,0.995007,3.240306,15.810234,16.092067,0.96,0.980324,13488,5.21681,0
SIFT1M,1000000,1000000,random,0.4,4,oracle-rebuild-authorized,1.0,0.994515,3.222429,15.080277,15.969481,0.96,0.987655,14169,4.972066,0
SIFT1M,1000000,1000000,random,0.4,0,lethe-pruned-bypass,0.50489,0.991196,3.376216,15.162864,15.662422,0.96,0.969071,15805,5.519767,0
SIFT1M,1000000,1000000,random,0.4,1,lethe-pruned-bypass,0.550703,0.984853,3.313573,15.165622,15.210039,0.96,0.969478,14467,5.596446,0
SIFT1M,1000000,1000000,random,0.4,2,lethe-pruned-bypass,0.459606,0.989254,3.446466,16.123995,15.425616,0.96,0.978007,15422,5.692658,0
SIFT1M,1000000,1000000,random,0.4,3,lethe-pruned-bypass,0.563694,0.992418,3.50879,16.86765,16.769932,0.96,0.96784,15328,5.506912,0
SIFT1M,1000000,1000000,random,0.4,4,lethe-pruned-bypass,0.470736,0.994741,3.391618,15.450119,16.531245,0.96,0.970764,15082,5.487388,0
SIFT1M,1000000,1000000,random,0.4,0,lethe-full-bypass,0.560998,0.995791,3.301071,16.685438,15.610079,0.96,0.973521,14728,5.465759,0
SIFT1M,1000000,1000000,random,0.4,1,lethe-full-bypass,0.635297,0.992881,3.214457,15.823354,15.863437,0.96,0.978698,14953,5.265007,0
SIFT1M,1000000,1000000,random,0.4,2,lethe-full-bypass,0.625754,0.99269,3.25276,15.938995,16.12169,0.96,0.98366,14396,5.601598,0
SIFT1M,1000000,1000000,random,0.4,3,lethe-full-bypass,0.597872,0.986998,3.278875,16.232357,16.131413,0.96,0.972481,14518,5.324636,0
SIFT1M,1000000,1000000,random,0.4,4,lethe-full-bypass,0.623469,0.991512,3.240505,16.336848,15.308453,0.96,0.971627,15525,5.352023,0
SIFT1M,1000000,1000000,random,0.4,0,no-bypass,0.322017,0.912088,4.327163,16.597658,16.422509,0.88,0.859702,17443,7.159311,0
SIFT1M,1000000,1000000,random,0.4,1,no-bypass,0.293779,0.911457,4.4366,16.007455,16.151817,0.88,0.862936,17485,7.110241,0
SIFT1M,1000000,1000000,random,0.4,2,no-bypass,0.338754,0.91028,4.38251,15.457973,16.287279,0.88,0.86091,16946,7.108303,0
SIFT1M,1000000,1000000,random,0.4,3,no-bypass,0.333901,0.909536,4.317812,16.239719,17.34564,0.88,0.864162,18256,7.164323,0
SIFT1M,1000000,1000000,random,0.4,4,no-bypass,0.358737,0.909489,4.334844,15.43576,15.631059,0.88,0.864914,17896,7.087732,0
SIFT1M,1000000,1000000,random,0.4,0,physical-delete-local-repair,0.502963,0.972244,3.752663,15.578241,15.580385,0.88,0.937923,16985,5.963806,0
SIFT1M,1000000,1000000,random,0.4,1,physical-delete-local-repair,0.472687,0.974455,3.794935,15.809232,16.338794,0.88,0.934134,16510,5.953838,0
SIFT1M,1000000,1000000,random,0.4,2,physical-delete-local-repair,0.513156,0.971255,3.767953,15.981472,15.745226,0.88,0.945087,16790,5.851506,0
SIFT1M,1000000,1000000,random,0.4,3,physical-delete-local-repair,0.416237,0.971091,3.665892,15.92463,16.129737,0.88,0.937249,15638,6.042187,0
SIFT1M,1000000,1000000,random,0.4,4,physical-delete-local-repair,0.422084,0.968025,3.737753,16.069133,14.649681,0.88,0.945977,16517,6.070367,0
SIFT1M,1000000,1000000,random,0.5,0,base-before-revocation,0.0,1.0,3.252275,15.820284,16.127057,0.88,0.981031,13774,5.083778,0
SIFT1M,1000000,1000000,random,0.5,1,base-before-revocation,0.0,0.994907,3.132056,15.410507,16.285845,0.88,0.985713,13803,4.972257,0
SIFT1M,1000000,1000000,random,0.5,2,base-before-revocation,0.0,0.999794,3.028927,15.727915,15.508126,0.88,0.984286,13378,4.951496,0
SIFT1M,1000000,1000000,random,0.5,3,base-before-revocation,0.0,0.995883,3.155849,16.561293,16.550125,0.88,0.983358,13562,4.938669,0
SIFT1M,1000000,1000000,random,0.5,4,base-before-revocation,0.0,0.996119,3.17332,16.208038,15.703477,0.88,0.992015,13701,4.93906,0
SIFT1M,1000000,1000000,random,0.5,0,oracle-rebuild-authorized,1.0,0.99933,3.214307,15.738871,15.699853,0.96,0.987028,13680,5.132245,0
SIFT1M,1000000,1000000,random,0.5,1,oracle-rebuild-authorized,1.0,0.994786,3.163984,15.601059,16.05749,0.96,0.976955,13064,5.167876,0
SIFT1M,1000000,1000000,random,0.5,2,oracle-rebuild-authorized,1.0,0.997014,3.057518,16.099771,15.102415,0.96,0.975617,13963,5.272502,0
SIFT1M,1000000,1000000,random,0.5,3,oracle-rebuild-authorized,1.0,0.992413,3.127408,15.847183,15.81631,0.96,0.982649,13879,5.134224,0
SIFT1M,1000000,1000000,random,0.5,4,oracle-rebuild-authorized,1.0,0.995181,3.126224,15.617156,16.290854,0.96,0.98389,13910,5.270366,0
SIFT1M,1000000,1000000,random,0.5,0,lethe-pruned-bypass,0.523957,0.989069,3.50587,16.618905,16.121206,0.96,0.964952,14826,5.632807,0
SIFT1M,1000000,1000000,random,0.5,1,lethe-pruned-bypass,0.465833,0.985104,3.302626,15.909485,15.94544,0.96,0.972359,14137,5.689768,0
SIFT1M,1000000,1000000,random,0.5,2,lethe-pruned-bypass,0.526156,0.985115,3.352571,16.3573,16.543789,0.96,0.962364,15209,5.553846,0
SIFT1M,1000000,1000000,random,0.5,3,lethe-pruned-bypass,0.535506,0.986887,3.393416,15.942316,15.586288,0.96,0.971212,15260,5.656584,0
SIFT1M,1000000,1000000,random,0.5,4,lethe-pruned-bypass,0.543965,0.985083,3.376939,15.673479,16.436629,0.96,0.960127,14594,5.649477,0
SIFT1M,1000000,1000000,random,0.5,0,lethe-full-bypass,0.587987,0.99466,3.234228,15.985316,15.868831,0.96,0.977108,14722,5.38786,0
SIFT1M,1000000,1000000,random,0.5,1,lethe-full-bypass,0.64287,0.990851,3.279769,16.144698,15.514829,0.96,0.97362,14725,5.333335,0
SIFT1M,1000000,1000000,random,0.5,2,lethe-full-bypass,0.627392,0.99235,3.254705,15.710369,15.929317,0.96,0.973667,14077,5.404336,0
SIFT1M,1000000,1000000,random,0.5,3,lethe-full-bypass,0.662256,0.986034,3.314144,15.996538,16.375967,0.96,0.973568,14866,5.450662,0
SIFT1M,1000000,1000000,random,0.5,4,lethe-full-bypass,0.621426,0.99014,3.24916,16.248342,16.271628,0.96,0.963524,14588,5.352684,0
SIFT1M,1000000,1000000,random,0.5,0,no-bypass,0.345669,0.900987,4.358625,16.51066,14.991718,0.88,0.856105,18521,6.979662,0
SIFT1M,1000000,1000000,random,0.5,1,no-bypass,0.370778,0.906306,4.456687,16.06384,15.384715,0.88,0.859821,18010,7.219115,0
SIFT1M,1000000,1000000,random,0.5,2,no-bypass,0.300465,0.905679,4.417378,15.664503,15.560764,0.88,0.859927,17822,7.227912,0
SIFT1M,1000000,1000000,random,0.5,3,no-bypass,0.374411,0.910266,4.434109,15.728759,16.495442,0.88,0.86696,17908,7.181792,0
SIFT1M,1000000,1000000,random,0.5,4,no-bypass,0.342398,0.906229,4.51968,16.580799,15.005773,0.88,0.855179,17553,7.142014,0
SIFT1M,1000000,1000000,random,0.5,0,physical-delete-local-repair,0.447142,0.972113,3.736526,15.795668,16.570516,0.88,0.930041,15470,6.104876,0
SIFT1M,1000000,1000000,random,0.5,1,physical-delete-local-repair,0.47018,0.97088,3.684838,16.163776,15.215444,0.88,0.947828,15859,6.083622,0
SIFT1M,1000000,1000000,random,0.5,2,physical-delete-local-repair,0.402645,0.969712,3.767926,16.219951,16.943933,0.88,0.942181,16885,6.149297,0
SIFT1M,1000000,1000000,random,0.5,3,physical-delete-local-repair,0.442824,0.970592,3.737625,16.464239,16.151996,0.88,0.942252,16457,5.84662,0
SIFT1M,1000000,1000000,random,0.5,4,physical-delete-local-repair,0.508397,0.970558,3.738595,15.897022,16.14417,0.88,0.953143,16859,5.943851,0
SIFT1M,1000000,1000000,hub,0.1,0,base-before-revocation,0.0,0.996221,3.118885,15.455188,15.599098,0.88,0.980451,14308,4.790174,0
SIFT1M,1000000,1000000,hub,0.1,1,base-before-revocation,0.0,0.99532,3.244406,16.256547,16.490327,0.88,0.985706,13549,4.911494,0
SIFT1M,1000000,1000000,hub,0.1,2,base-before-revocation,0.0,0.998628,3.124851,16.616835,15.688767,0.88,0.992255,14217,5.068753,0
SIFT1M,1000000,1000000,hub,0.1,3,base-before-revocation,0.0,0.994639,3.152362,16.170062,16.493122,0.88,0.9809,14540,5.000517,0
SIFT1M,1000000,1000000,hub,0.1,4,base-before-revocation,0.0,0.999228,3.216048,16.92263,15.89277,0.88,0.988403,14009,5.064685,0
SIFT1M,1000000,1000000,hub,0.1,0,oracle-rebuild-authorized,1.0,0.996616,3.216784,16.609517,15.577382,0.96,0.978385,14476,5.103336,0
SIFT1M,1000000,1000000,hub,0.1,1,oracle-rebuild-authorized,1.0,0.992841,3.104172,16.58506,15.956735,0.96,0.992673,13573,5.207233,0
SIFT1M,1000000,1000000,hub,0.1,2,oracle-rebuild-authorized,1.0,0.991011,3.19598,16.201972,16.109053,0.96,0.981168,13790,5.337468,0
SIFT1M,1000000,1000000,hub,0.1,3,oracle-rebuild-authorized,1.0,0.992636,3.27105,16.034821,16.288188,0.96,0.988525,13983,5.193286,0
SIFT1M,1000000,1000000,hub,0.1,4,oracle-rebuild-authorized,1.0,0.996267,3.257996,15.857092,16.3674,0.96,0.995313,14004,5.277298,0
SIFT1M,1000000,1000000,hub,0.1,0,lethe-pruned-bypass,0.510536,0.987358,3.418083,16.476605,15.891185,0.96,0.950442,14393,5.5641,0
