dataset,N,N_indexed,variant,pattern,frac,seed,score_frontier_expand_result_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,recall10_vs_oracle,latency_mean_ms,latency_p95_ms,latency_p99_ms,overlay_edges,overlay_memory_bytes,revocation_time_ms,distance_computations,expanded_nodes
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,8,0.0,0.001404,0.984461,0.998439,5.574564,9.941626,14.754378,153600,1,0.381338,87310,21340
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,9,0.0,0.001748,0.984384,0.998361,5.653203,10.359395,15.20851,153600,1,0.375271,88477,20091
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,0,0.0,0.0,0.984605,0.998585,4.04489,7.255548,10.892378,0,0,0.084636,64831,15143
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,1,0.0,0.0,0.9862,1.0,4.057501,7.829305,10.915708,0,0,0.101148,61037,14592
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,2,0.0,0.0,0.984122,0.998096,4.147547,7.686154,10.062773,0,0,0.085874,65020,15139
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,3,0.0,0.0,0.986785,1.0,3.966442,7.564645,10.066715,0,0,0.0817,67096,15524
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,4,0.0,0.0,0.984549,0.998528,4.136268,7.542429,10.53499,0,0,0.059774,68003,14999
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,5,0.0,0.0,0.986546,1.0,4.066654,7.331359,10.981008,0,0,0.078833,66342,14813
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,6,0.0,0.0,0.985121,0.999109,4.128247,7.300686,9.749492,0,0,0.08546,63877,14829
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,7,0.0,0.0,0.985602,0.999596,3.924972,7.725779,10.190622,0,0,0.082122,65641,14585
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,8,0.0,0.0,0.986243,1.0,4.203216,7.628197,9.798396,0,0,0.079412,65642,14444
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.2,9,0.0,0.0,0.98371,0.997677,4.110272,7.506976,9.967035,0,0,0.095563,64782,15177
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,0,0.0,0.094065,0.9199,0.932961,4.153075,7.348377,9.543536,0,0,0.051401,64422,14474
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,1,0.0,0.107451,0.916556,0.92957,4.081727,7.318841,10.798961,0,0,0.083135,59513,14921
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,2,0.0,0.089334,0.912924,0.925886,3.956924,7.566571,10.457288,0,0,0.074535,63700,13470
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,3,0.0,0.100731,0.921087,0.934165,4.011411,7.573636,10.522852,0,0,0.086169,63387,14176
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,4,0.0,0.093387,0.92822,0.9414,4.023355,7.487623,10.787055,0,0,0.091138,63268,14748
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,5,0.0,0.09703,0.919648,0.932706,3.933247,7.522526,10.465898,0,0,0.072365,60048,14671
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,6,0.0,0.095256,0.922899,0.936003,4.096187,7.376599,9.925309,0,0,0.071548,64477,14315
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,7,0.0,0.079786,0.917612,0.930641,4.036931,7.162113,9.937605,0,0,0.080206,64841,14456
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,8,0.0,0.092447,0.92599,0.939138,4.00904,7.319388,10.857375,0,0,0.071344,64173,14255
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.3,9,0.0,0.098585,0.915474,0.928473,4.140017,7.850706,10.645025,0,0,0.080638,63139,14432
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,0,0.0,0.014693,0.980676,0.9946,4.68077,8.549815,11.887986,69120,1,0.224891,73112,16843
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,1,0.0,0.013639,0.97975,0.993661,4.66528,8.93769,11.370468,69120,1,0.221292,74944,15871
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,2,0.0,0.01228,0.979997,0.993912,4.812287,8.876527,12.939316,69120,1,0.207525,73780,16748
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,3,0.0,0.01181,0.978896,0.992796,4.647437,8.598199,11.916834,69120,1,0.225602,75490,17023
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,4,0.0,0.008234,0.978979,0.992879,4.654883,8.233438,11.896285,69120,1,0.236025,73958,16681
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,5,0.0,0.012734,0.981741,0.995681,4.678016,8.733844,11.47335,69120,1,0.231697,74191,16921
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,6,0.0,0.013727,0.982237,0.996183,4.570419,8.719652,11.940329,69120,1,0.219218,73810,17471
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,7,0.0,0.012849,0.980518,0.99444,4.733389,8.646766,12.258974,69120,1,0.224086,73662,17535
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,8,0.0,0.008351,0.975686,0.989539,4.748242,8.634814,12.062946,69120,1,0.227309,74829,17853
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.3,9,0.0,0.013144,0.97963,0.99354,4.657535,8.651827,11.113554,69120,1,0.235375,76823,17230
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,0,0.0,0.004125,0.984103,0.998076,5.196474,9.518098,13.129522,199680,1,0.470735,79811,18821
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,1,0.0,0.007567,0.982569,0.996521,5.315577,9.99426,13.218359,199680,1,0.457378,80150,19631
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,2,0.0,0.007176,0.980705,0.99463,5.347595,9.867035,12.562141,199680,1,0.481653,84393,18231
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,3,0.0,0.003252,0.982822,0.996777,5.145789,9.970523,13.332933,199680,1,0.483421,82284,19008
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,4,0.0,0.002882,0.98152,0.995457,5.189422,9.805849,12.816211,199680,1,0.472556,85052,19942
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,5,0.0,0.00374,0.982241,0.996188,5.297375,9.674305,13.513222,199680,1,0.466409,87669,19467
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,6,0.0,0.006729,0.982662,0.996614,5.295551,9.481507,12.774528,199680,1,0.480854,79171,18196
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,7,0.0,0.004014,0.982352,0.9963,5.190896,9.437135,13.251953,199680,1,0.461745,77701,19138
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,8,0.0,0.005238,0.984661,0.998642,5.267548,9.573856,13.915911,199680,1,0.499342,79319,19140
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.3,9,0.0,0.004491,0.983995,0.997967,5.442793,9.375017,13.129129,199680,1,0.470482,80447,18881
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,0,0.0,0.016309,0.975982,0.989839,4.733612,8.60724,12.578127,96000,1,0.273105,74988,17132
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,1,0.0,0.012359,0.974579,0.988417,4.73349,8.781744,11.832481,96000,1,0.273182,73738,16922
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,2,0.0,0.014798,0.977145,0.991019,4.891149,8.574128,12.434629,96000,1,0.268857,77855,17102
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,3,0.0,0.016756,0.975879,0.989735,4.713505,9.086631,12.672826,96000,1,0.293744,75777,17177
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,4,0.0,0.015753,0.975365,0.989215,4.818409,9.170008,13.082584,96000,1,0.266772,76234,17196
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,5,0.0,0.014018,0.976739,0.990608,4.805244,9.208633,12.518387,96000,1,0.297661,76795,18261
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,6,0.0,0.014876,0.980364,0.994284,4.717374,8.892231,12.484659,96000,1,0.275053,73554,18561
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,7,0.0,0.01314,0.98005,0.993965,4.917355,8.972637,12.361306,96000,1,0.268016,76341,18100
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,8,0.0,0.015358,0.977478,0.991357,4.760963,8.520114,12.17255,96000,1,0.268801,76439,18196
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.3,9,0.0,0.015119,0.978944,0.992844,4.93493,8.968643,12.090069,96000,1,0.273757,75548,18159
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,0,0.0,0.00616,0.984546,0.998525,5.093758,9.838172,13.035268,157440,1,0.385223,81258,19609
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,1,0.0,0.004346,0.983677,0.997644,5.058895,9.547344,13.453784,157440,1,0.402586,83009,18155
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,2,0.0,0.003617,0.981739,0.995679,5.165225,9.635113,13.064257,157440,1,0.404163,82748,18494
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,3,0.0,0.004548,0.982286,0.996234,5.317479,9.025441,13.912037,157440,1,0.392349,80669,18233
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,4,0.0,0.003227,0.984078,0.998051,5.003395,10.035131,13.832314,157440,1,0.396777,80715,18267
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,5,0.0,0.003295,0.981985,0.995928,5.177686,9.260347,12.636365,157440,1,0.387079,81986,18711
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,6,0.0,0.002662,0.979095,0.992997,5.13551,10.005926,13.759223,157440,1,0.384207,80489,18771
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,7,0.0,0.001836,0.985033,0.999019,5.127054,9.641979,13.499262,157440,1,0.396532,87120,19077
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,8,0.0,0.003855,0.984018,0.99799,4.924892,9.97427,13.30579,157440,1,0.41135,85150,18799
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.3,9,0.0,0.00447,0.983607,0.997573,5.271324,9.780188,12.813175,157440,1,0.390166,84218,18263
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,0,0.0,0.001341,0.984063,0.998036,5.529684,10.414103,13.746443,230400,1,0.539173,84856,19355
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,1,0.0,0.001116,0.984018,0.99799,5.582096,10.354329,13.371628,230400,1,0.541948,88679,20446
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,2,0.0,0.002126,0.982067,0.996011,5.54931,10.526721,13.569372,230400,1,0.537483,86611,19106
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,3,0.0,0.002611,0.984997,0.998983,5.42535,10.327007,14.06447,230400,1,0.528162,84462,20045
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,4,0.0,0.002088,0.984818,0.998801,5.693669,9.735495,15.201685,230400,1,0.53953,85742,21720
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,5,0.0,0.002322,0.984214,0.998188,5.454,10.313595,14.578591,230400,1,0.529307,87520,20220
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,6,0.0,0.002025,0.983912,0.997883,5.690647,10.242658,14.889403,230400,1,0.54886,84682,20313
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,7,0.0,0.003182,0.984216,0.998191,5.546078,10.48037,14.177182,230400,1,0.544805,87585,19453
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,8,0.0,0.002151,0.986336,1.0,5.778422,10.056442,14.503153,230400,1,0.540645,86307,20437
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.3,9,0.0,0.00244,0.984662,0.998643,5.561672,10.180408,13.743061,230400,1,0.536216,85097,19125
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,0,0.0,0.0,0.985805,0.999803,4.248854,7.497953,9.208843,0,0,0.07267,65030,15119
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,1,0.0,0.0,0.987141,1.0,3.989072,7.721651,10.55183,0,0,0.072489,66399,15043
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,2,0.0,0.0,0.985756,0.999753,4.124555,7.800964,10.346218,0,0,0.067764,62795,14952
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,3,0.0,0.0,0.986304,1.0,4.091347,7.773384,11.502393,0,0,0.072679,61897,14672
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,4,0.0,0.0,0.985541,0.999534,4.074232,7.354413,10.004427,0,0,0.091152,62132,15067
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,5,0.0,0.0,0.985632,0.999627,4.169277,7.667339,10.323246,0,0,0.093437,66228,14856
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,6,0.0,0.0,0.987573,1.0,4.199776,7.669937,9.985502,0,0,0.095069,63673,14591
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,7,0.0,0.0,0.986031,1.0,4.054302,7.851199,10.791675,0,0,0.071159,68267,14903
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,8,0.0,0.0,0.988621,1.0,4.281714,7.816807,10.144144,0,0,0.078041,65946,14330
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.3,9,0.0,0.0,0.986142,1.0,4.14991,7.41426,10.389815,0,0,0.065035,65084,14974
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,0,0.0,0.111912,0.920669,0.933741,3.970169,7.317115,10.648208,0,0,0.09349,64189,14476
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,1,0.0,0.099138,0.913476,0.926447,3.902555,7.365325,10.166832,0,0,0.076913,62038,15427
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,2,0.0,0.110476,0.922504,0.935603,4.007069,7.750876,9.989917,0,0,0.090504,61382,14715
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,3,0.0,0.11241,0.913515,0.926486,4.05076,7.678199,9.791,0,0,0.078398,62589,14656
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,4,0.0,0.116096,0.91509,0.928083,3.977925,7.282979,10.21273,0,0,0.071532,63314,14172
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,5,0.0,0.126767,0.914473,0.927458,3.949594,7.440223,10.239303,0,0,0.084019,68001,13827
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,6,0.0,0.102243,0.916352,0.929363,3.937604,7.938581,10.147734,0,0,0.062456,69700,14739
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,7,0.0,0.109739,0.912442,0.925397,4.065803,7.66119,9.821114,0,0,0.084756,62903,14701
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,8,0.0,0.114185,0.919183,0.932234,4.027054,6.921086,10.580101,0,0,0.087339,63273,14460
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.4,9,0.0,0.119716,0.915214,0.928209,4.075655,7.247697,9.961714,0,0,0.090553,67637,15496
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,0,0.0,0.015786,0.97897,0.99287,4.851567,8.400127,11.491269,92160,1,0.263227,75789,16677
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,1,0.0,0.014383,0.980609,0.994533,4.636964,8.532124,11.781353,92160,1,0.258906,72456,16633
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,2,0.0,0.012592,0.976347,0.99021,4.702123,8.890458,11.932791,92160,1,0.263375,74151,17285
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,3,0.0,0.011528,0.980146,0.994063,4.705658,8.881173,12.077619,92160,1,0.262393,74544,17096
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,4,0.0,0.015533,0.97947,0.993377,4.657707,8.771542,11.593399,92160,1,0.258287,73010,17334
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,5,0.0,0.010908,0.982416,0.996365,4.69273,8.57258,11.574792,92160,1,0.253078,78705,16665
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,6,0.0,0.014054,0.982855,0.99681,4.765555,8.622154,11.291744,92160,1,0.263138,74044,16767
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,7,0.0,0.01536,0.980556,0.994479,4.734419,8.600938,11.09434,92160,1,0.262361,75708,17712
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,8,0.0,0.01649,0.979558,0.993467,4.732954,8.382366,11.598096,92160,1,0.267158,77985,16737
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.4,9,0.0,0.015635,0.984389,0.998366,4.675854,8.715779,11.947118,92160,1,0.263202,74025,17106
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,0,0.0,0.006743,0.981963,0.995906,5.366692,9.042012,14.352202,266240,1,0.614771,84727,19065
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,1,0.0,0.006254,0.983501,0.997466,5.131593,9.730035,13.202236,266240,1,0.614137,83071,19850
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,2,0.0,0.004952,0.98262,0.996572,5.232423,9.772705,13.498877,266240,1,0.595155,79070,18774
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,3,0.0,0.007058,0.982744,0.996697,5.284475,9.838183,13.73477,266240,1,0.604044,85472,19845
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,4,0.0,0.00541,0.984621,0.998602,5.118681,9.589243,13.699923,266240,1,0.620987,82945,18598
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,5,0.0,0.006454,0.983026,0.996984,5.276957,10.109146,12.962792,266240,1,0.62237,82855,19737
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,6,0.0,0.004945,0.982616,0.996568,5.343475,9.884415,12.920167,266240,1,0.604579,84181,19899
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,7,0.0,0.006807,0.980869,0.994796,5.278759,10.17492,13.063594,266240,1,0.622483,77243,19111
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,8,0.0,0.007249,0.984471,0.998449,5.157965,9.507141,13.951729,266240,1,0.595424,82185,18941
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.4,9,0.0,0.005156,0.981375,0.995309,5.453078,9.510155,13.425009,266240,1,0.594671,79080,19417
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,0,0.0,0.018486,0.979193,0.993096,4.865875,8.949684,11.827405,128000,1,0.342108,75580,17841
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,1,0.0,0.019305,0.979902,0.993815,4.785198,8.835655,11.867649,128000,1,0.325802,78772,17436
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,2,0.0,0.019358,0.978062,0.991949,4.767186,8.926335,12.610864,128000,1,0.332596,73701,17871
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,3,0.0,0.019381,0.977277,0.991153,4.806249,8.494015,12.502162,128000,1,0.363165,80371,18170
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,4,0.0,0.017209,0.976623,0.99049,4.794168,9.52556,11.978605,128000,1,0.339269,76385,17610
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,5,0.0,0.015769,0.973417,0.987239,4.93097,8.666599,12.383998,128000,1,0.324999,75492,17036
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,6,0.0,0.01747,0.978373,0.992265,4.889881,9.207761,11.545636,128000,1,0.345422,74520,18106
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,7,0.0,0.01975,0.977769,0.991652,4.901402,8.235877,12.578329,128000,1,0.348399,76549,17443
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,8,0.0,0.017507,0.981551,0.995487,4.741677,9.029939,12.229587,128000,1,0.323693,81149,18201
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.4,9,0.0,0.018748,0.975855,0.989711,4.572565,9.180062,11.927005,128000,1,0.337379,78733,17569
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,0,0.0,0.005844,0.981771,0.995711,5.175644,9.48445,12.504284,209920,1,0.498354,79203,19223
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,1,0.0,0.004086,0.980963,0.994892,5.044496,9.405007,13.546527,209920,1,0.486156,83774,18052
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,2,0.0,0.005529,0.982693,0.996646,5.059253,9.78898,12.894907,209920,1,0.4923,78406,19024
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,3,0.0,0.004612,0.981243,0.995176,4.954586,9.296431,13.143361,209920,1,0.501187,80536,18741
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,4,0.0,0.004682,0.985337,0.999327,5.118762,9.604396,12.637204,209920,1,0.495509,85210,18330
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,5,0.0,0.004304,0.984225,0.9982,5.127332,9.373741,12.428106,209920,1,0.500611,82998,18500
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,6,0.0,0.002533,0.982208,0.996154,5.128247,9.219161,13.236089,209920,1,0.503246,76486,18780
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,7,0.0,0.005665,0.984048,0.998021,5.184929,9.799109,12.412345,209920,1,0.492698,78789,17352
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,8,0.0,0.003834,0.982781,0.996735,5.096198,9.748476,12.70232,209920,1,0.493638,84237,18671
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.4,9,0.0,0.00252,0.98532,0.99931,4.934279,9.635508,13.095514,209920,1,0.485007,83348,19058
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,0,0.0,0.002163,0.983838,0.997808,5.529307,10.359468,14.690335,307200,1,0.696752,89962,19627
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,1,0.0,0.001761,0.983393,0.997356,5.470852,10.56529,14.25135,307200,1,0.703116,88163,20641
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,2,0.0,0.002909,0.983584,0.99755,5.598222,10.215322,14.060057,307200,1,0.685591,85546,19866
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,3,0.0,0.002258,0.984448,0.998426,5.682183,10.79814,12.653269,307200,1,0.706826,91875,20973
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,4,0.0,0.002726,0.981553,0.995489,5.694607,9.926418,14.153713,307200,1,0.694233,88844,20299
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,5,0.0,0.003097,0.982186,0.996132,5.486362,10.116673,13.777105,307200,1,0.701852,87892,20147
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,6,0.0,0.002218,0.983222,0.997182,5.644357,10.235989,14.213429,307200,1,0.692909,89227,19851
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,7,0.0,0.006757,0.9827,0.996653,5.597306,9.935628,14.124842,307200,1,0.712013,84084,20484
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,8,0.0,0.003514,0.982518,0.996468,5.479371,10.221707,14.357247,307200,1,0.717924,88294,20960
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.4,9,0.0,0.003603,0.984625,0.998606,5.358542,10.492567,14.181087,307200,1,0.706862,85274,19678
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,0,0.0,0.0,0.985291,0.999281,4.024013,7.475055,10.155372,0,0,0.07717,64693,15223
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,1,0.0,0.0,0.986563,1.0,3.979028,7.528994,10.552106,0,0,0.079255,62566,14452
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,2,0.0,0.0,0.984505,0.998484,4.032057,7.869984,10.327561,0,0,0.067637,68636,14996
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,3,0.0,0.0,0.986247,1.0,4.129498,7.476369,10.897116,0,0,0.090391,65098,15216
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,4,0.0,0.0,0.986185,1.0,4.074289,7.614387,10.15027,0,0,0.09032,65224,14970
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,5,0.0,0.0,0.98686,1.0,4.111631,7.776179,9.699524,0,0,0.074711,66312,14839
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,6,0.0,0.0,0.987602,1.0,4.065548,7.620721,10.338609,0,0,0.092255,61550,15023
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,7,0.0,0.0,0.987055,1.0,4.202548,7.580037,9.770598,0,0,0.084767,69248,14179
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,8,0.0,0.0,0.988,1.0,4.184503,7.355186,11.048492,0,0,0.091678,66850,14686
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.4,9,0.0,0.0,0.988927,1.0,4.064647,7.733394,10.600762,0,0,0.071878,66793,15443
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.5,0,0.0,0.140489,0.916681,0.929696,3.979672,7.913529,10.106095,0,0,0.080764,65599,14523
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.5,1,0.0,0.130026,0.91114,0.924077,3.962247,7.242502,10.138398,0,0,0.096028,65069,15089
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.5,2,0.0,0.128378,0.909275,0.922186,4.024889,7.563038,10.585314,0,0,0.080726,62382,14483
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.5,3,0.0,0.120455,0.911103,0.92404,3.935608,6.897699,10.524089,0,0,0.080961,62877,13930
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.5,4,0.0,0.131455,0.913295,0.926262,4.172182,7.095728,9.439295,0,0,0.083431,63300,14361
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.5,5,0.0,0.125074,0.910021,0.922942,4.07807,7.406825,9.896317,0,0,0.064433,64931,15005
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.5,6,0.0,0.121997,0.917876,0.930909,3.924698,7.378455,10.780974,0,0,0.082657,64179,15177
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.5,7,0.0,0.127308,0.905347,0.918201,4.119948,7.549879,10.415895,0,0,0.072194,63750,14492
