dataset,N,N_indexed,method,pattern,frac,seed,recall10_vs_exact_linear_scan,drift10_vs_oracle_rebuild,oracle_recall10_vs_exact,exact_reference_sample_queries
SIFT1M,1000000,1000000,Lethe,random,0.4,8,0.97729,0.009846,0.986563,2000
SIFT1M,1000000,1000000,Lethe,random,0.4,9,0.97632,0.01144,0.984942,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,0,0.983568,0.00303,0.985635,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,1,0.986659,0.004022,0.988413,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,2,0.986112,0.004549,0.985114,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,3,0.983432,0.002775,0.987246,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,4,0.981424,0.002049,0.985348,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,5,0.981048,0.006162,0.987919,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,6,0.98334,0.002761,0.986605,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,7,0.984958,0.003491,0.983953,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,8,0.980584,0.006254,0.983706,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.4,9,0.983875,0.002361,0.985036,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,0,0.978616,0.004809,0.984408,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,1,0.979358,0.004701,0.987091,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,2,0.983751,0.004499,0.987074,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,3,0.984279,0.005713,0.985574,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,4,0.983553,0.004149,0.984539,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,5,0.98429,0.004375,0.985777,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,6,0.986249,0.003176,0.985184,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,7,0.985742,0.003514,0.986072,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,8,0.98227,0.002903,0.986168,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.4,9,0.982542,0.001713,0.983583,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,0,0.936996,0.138665,0.984872,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,1,0.930601,0.12883,0.985445,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,2,0.930806,0.137695,0.986784,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,3,0.927436,0.124719,0.985525,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,4,0.92432,0.135112,0.985041,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,5,0.937198,0.123059,0.986183,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,6,0.93274,0.120063,0.986129,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,7,0.937485,0.127719,0.988479,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,8,0.931046,0.140726,0.985025,2000
SIFT1M,1000000,1000000,Tombstone,random,0.4,9,0.938455,0.133543,0.985795,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,0,0.938172,0.119417,0.985615,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,1,0.929405,0.142682,0.986328,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,2,0.938961,0.114824,0.984171,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,3,0.926433,0.124464,0.986914,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,4,0.939136,0.129105,0.987866,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,5,0.929346,0.130052,0.98641,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,6,0.928153,0.130843,0.983947,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,7,0.922606,0.10501,0.984756,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,8,0.932975,0.143281,0.987137,2000
SIFT1M,1000000,1000000,Post-filter,random,0.4,9,0.937383,0.119043,0.984241,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,0,0.927406,0.073464,0.986245,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,1,0.917053,0.09988,0.983956,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,2,0.917742,0.076437,0.985074,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,3,0.916424,0.082626,0.983588,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,4,0.919705,0.072318,0.985717,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,5,0.914037,0.076751,0.986419,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,6,0.912903,0.082834,0.984335,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,7,0.896651,0.091188,0.984657,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,8,0.916181,0.073505,0.984124,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.4,9,0.921123,0.079703,0.986895,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,0,0.986051,0.0,0.986801,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,1,0.983396,0.0,0.985884,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,2,0.986045,0.0,0.984555,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,3,0.990025,0.0,0.986051,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,4,0.989131,0.0,0.98805,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,5,0.983999,0.0,0.986172,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,6,0.989856,0.0,0.984018,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,7,0.986431,0.0,0.985256,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,8,0.984523,0.0,0.985086,2000
SIFT1M,1000000,1000000,Oracle,random,0.5,9,0.987925,0.0,0.986986,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,0,0.977377,0.011901,0.983887,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,1,0.98019,0.0141,0.987666,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,2,0.978088,0.009897,0.984184,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,3,0.977019,0.012321,0.987519,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,4,0.980228,0.010034,0.985981,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,5,0.981861,0.010403,0.985729,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,6,0.981745,0.010737,0.985421,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,7,0.979164,0.012288,0.987245,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,8,0.979626,0.010198,0.986971,2000
SIFT1M,1000000,1000000,Lethe,random,0.5,9,0.981421,0.011805,0.988108,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,0,0.981163,0.003359,0.986019,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,1,0.986856,0.008303,0.984182,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,2,0.983957,0.004653,0.984832,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,3,0.983831,0.00437,0.986185,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,4,0.980724,0.004103,0.984129,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,5,0.983328,0.005502,0.985233,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,6,0.985744,0.005279,0.987261,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,7,0.981956,0.006086,0.986668,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,8,0.980804,0.002327,0.983326,2000
SIFT1M,1000000,1000000,Per-role-index,random,0.5,9,0.984916,0.007476,0.985398,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,0,0.981014,0.004494,0.986307,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,1,0.984779,0.00323,0.985744,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,2,0.986142,0.001162,0.987934,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,3,0.984526,0.006974,0.985331,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,4,0.987115,0.004399,0.986847,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,5,0.981871,0.003054,0.984092,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,6,0.984006,0.008279,0.98777,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,7,0.978248,0.003726,0.984354,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,8,0.983147,0.004217,0.988467,2000
SIFT1M,1000000,1000000,Per-user-index,random,0.5,9,0.981232,0.005545,0.986944,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,0,0.919352,0.155195,0.984605,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,1,0.930187,0.1515,0.985116,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,2,0.930039,0.157879,0.98717,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,3,0.924013,0.137142,0.988978,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,4,0.91719,0.156187,0.986592,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,5,0.919302,0.153912,0.984455,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,6,0.920997,0.15147,0.985908,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,7,0.925664,0.120989,0.986431,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,8,0.923965,0.153465,0.988119,2000
SIFT1M,1000000,1000000,Tombstone,random,0.5,9,0.929715,0.179895,0.984922,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,0,0.934512,0.153102,0.98512,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,1,0.927258,0.144833,0.98761,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,2,0.921264,0.161642,0.9848,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,3,0.922244,0.142468,0.98603,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,4,0.925416,0.147192,0.986972,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,5,0.928333,0.155971,0.986241,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,6,0.922967,0.144263,0.984104,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,7,0.919694,0.154953,0.987276,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,8,0.922565,0.154519,0.983024,2000
SIFT1M,1000000,1000000,Post-filter,random,0.5,9,0.924506,0.166661,0.988388,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,0,0.926927,0.087918,0.985846,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,1,0.923608,0.110365,0.980823,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,2,0.914828,0.094092,0.984693,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,3,0.912856,0.084959,0.983772,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,4,0.914414,0.092589,0.985974,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,5,0.922598,0.081822,0.986639,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,6,0.920373,0.104372,0.984231,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,7,0.916199,0.095778,0.98622,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,8,0.920378,0.083421,0.984104,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,random,0.5,9,0.911635,0.082732,0.983143,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,0,0.986574,0.0,0.986685,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,1,0.9882,0.0,0.985954,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,2,0.98872,0.0,0.985972,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,3,0.990124,0.0,0.988049,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,4,0.986069,0.0,0.987915,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,5,0.98792,0.0,0.985822,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,6,0.984843,0.0,0.98277,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,7,0.986844,0.0,0.985446,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,8,0.986352,0.0,0.984768,2000
SIFT1M,1000000,1000000,Oracle,hub,0.1,9,0.987088,0.0,0.986343,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,0,0.981726,0.007073,0.983609,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,1,0.979305,0.008225,0.987374,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,2,0.979587,0.006528,0.985408,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,3,0.98326,0.005421,0.985033,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,4,0.981425,0.007343,0.983911,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,5,0.978255,0.007187,0.983082,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,6,0.97827,0.008464,0.987712,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,7,0.982513,0.00484,0.985715,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,8,0.980783,0.00928,0.987211,2000
SIFT1M,1000000,1000000,Lethe,hub,0.1,9,0.98482,0.007067,0.985752,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,0,0.985264,0.004147,0.98514,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,1,0.978081,0.004492,0.988647,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,2,0.98131,0.001882,0.987443,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,3,0.985128,0.0,0.985056,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,4,0.985335,0.002953,0.98559,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,5,0.984595,0.0,0.983311,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,6,0.983146,0.001125,0.984918,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,7,0.986155,0.00431,0.988585,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,8,0.983623,0.003008,0.985337,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.1,9,0.982992,0.0034,0.983739,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,0,0.979441,0.003139,0.985437,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,1,0.982704,0.003774,0.986478,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,2,0.984215,0.004216,0.987373,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,3,0.980581,0.00136,0.98571,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,4,0.98341,0.004852,0.984837,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,5,0.984069,0.003718,0.988852,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,6,0.983406,0.003753,0.986075,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,7,0.984496,0.001187,0.98624,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,8,0.984427,0.004488,0.98582,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.1,9,0.983647,0.003996,0.986767,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,0,0.941773,0.089976,0.98332,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,1,0.939746,0.091074,0.988918,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,2,0.919979,0.096071,0.98461,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,3,0.937645,0.082004,0.989169,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,4,0.92992,0.096418,0.990312,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,5,0.942058,0.100449,0.985181,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,6,0.933116,0.092099,0.984355,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,7,0.937882,0.086608,0.984465,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,8,0.935462,0.085936,0.982552,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.1,9,0.928796,0.106692,0.986865,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,0,0.944887,0.095544,0.983818,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,1,0.942513,0.102825,0.985122,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,2,0.947861,0.11524,0.988004,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,3,0.94771,0.094702,0.982201,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,4,0.942089,0.090445,0.986539,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,5,0.944621,0.100981,0.984561,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,6,0.939953,0.094224,0.987268,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,7,0.935801,0.107478,0.989761,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,8,0.933987,0.125431,0.987621,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.1,9,0.936499,0.102944,0.987457,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,0,0.93115,0.072355,0.983915,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,1,0.933511,0.058405,0.986987,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,2,0.934621,0.062336,0.982954,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,3,0.934583,0.049941,0.986127,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,4,0.924073,0.070025,0.985757,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,5,0.916446,0.061771,0.98403,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,6,0.928533,0.059994,0.984443,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,7,0.924046,0.059663,0.987124,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,8,0.928364,0.062044,0.985642,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,9,0.923114,0.059097,0.985493,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,0,0.988905,0.0,0.98425,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,1,0.986304,0.0,0.986294,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,2,0.987159,0.0,0.985786,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,3,0.986266,0.0,0.985358,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,4,0.983631,0.0,0.988203,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,5,0.986497,0.0,0.986662,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,6,0.985234,0.0,0.985135,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,7,0.985299,0.0,0.982609,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,8,0.989705,0.0,0.987562,2000
SIFT1M,1000000,1000000,Oracle,hub,0.2,9,0.984486,0.0,0.984926,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,0,0.97919,0.009433,0.988838,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,1,0.980132,0.0068,0.98475,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,2,0.980381,0.013805,0.989096,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,3,0.977184,0.008206,0.985185,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,4,0.981643,0.011731,0.98282,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,5,0.981061,0.00842,0.986129,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,6,0.981796,0.011786,0.987118,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,7,0.982831,0.010347,0.988485,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,8,0.981697,0.008721,0.988512,2000
SIFT1M,1000000,1000000,Lethe,hub,0.2,9,0.979531,0.01242,0.987986,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,0,0.982255,0.003268,0.986189,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,1,0.981574,0.003835,0.986156,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,2,0.983445,0.004562,0.987401,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,3,0.980611,0.003201,0.986897,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,4,0.984275,0.005736,0.985412,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,5,0.98227,0.004942,0.985437,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,6,0.982513,0.004811,0.986858,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,7,0.981543,0.005527,0.985309,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,8,0.984849,0.002834,0.987012,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.2,9,0.982493,0.005284,0.984489,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,0,0.985855,0.002708,0.98645,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,1,0.985499,0.001741,0.984486,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,2,0.985623,0.002933,0.988549,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,3,0.982288,0.002736,0.986661,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,4,0.982263,0.002701,0.986731,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,5,0.985877,0.0,0.98825,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,6,0.983664,0.003693,0.988138,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,7,0.983141,0.000127,0.985185,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,8,0.983818,0.001932,0.985222,2000
SIFT1M,1000000,1000000,Per-user-index,hub,0.2,9,0.98294,0.005023,0.986262,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,0,0.920172,0.112048,0.987621,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,1,0.92925,0.11423,0.986889,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,2,0.938302,0.131007,0.984638,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,3,0.925947,0.117416,0.988449,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,4,0.938846,0.131101,0.985223,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,5,0.929115,0.143438,0.984324,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,6,0.939202,0.124266,0.984766,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,7,0.934275,0.131291,0.984607,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,8,0.929725,0.123531,0.988502,2000
SIFT1M,1000000,1000000,Tombstone,hub,0.2,9,0.935896,0.122737,0.984813,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,0,0.928446,0.127168,0.985538,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,1,0.928718,0.132504,0.985447,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,2,0.933003,0.122057,0.988208,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,3,0.926072,0.119607,0.985385,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,4,0.929151,0.133285,0.985784,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,5,0.943285,0.113372,0.985083,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,6,0.934222,0.129195,0.983038,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,7,0.927168,0.123246,0.98351,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,8,0.927421,0.107168,0.983679,2000
SIFT1M,1000000,1000000,Post-filter,hub,0.2,9,0.930375,0.121916,0.983798,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,0,0.930711,0.06392,0.986555,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,1,0.919519,0.075746,0.984601,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,2,0.928348,0.068177,0.983838,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,3,0.923869,0.082517,0.986528,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,4,0.924444,0.086372,0.984876,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,5,0.927675,0.072551,0.985322,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,6,0.912044,0.064667,0.984951,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,7,0.92238,0.081711,0.98652,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,8,0.921801,0.080572,0.986079,2000
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,9,0.920615,0.093456,0.98897,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,0,0.987313,0.0,0.986761,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,1,0.987546,0.0,0.985832,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,2,0.986832,0.0,0.985633,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,3,0.985671,0.0,0.98654,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,4,0.988012,0.0,0.986154,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,5,0.986382,0.0,0.986902,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,6,0.986571,0.0,0.985216,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,7,0.984601,0.0,0.98425,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,8,0.988439,0.0,0.985391,2000
SIFT1M,1000000,1000000,Oracle,hub,0.3,9,0.985293,0.0,0.987696,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,0,0.979513,0.014458,0.987178,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,1,0.981636,0.011611,0.983376,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,2,0.980911,0.011128,0.984026,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,3,0.97973,0.010336,0.988308,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,4,0.977494,0.014961,0.986218,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,5,0.979545,0.008106,0.990741,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,6,0.978353,0.011224,0.988677,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,7,0.98105,0.013604,0.984801,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,8,0.978309,0.010557,0.987457,2000
SIFT1M,1000000,1000000,Lethe,hub,0.3,9,0.979707,0.013599,0.985776,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.3,0,0.983453,0.002792,0.985981,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.3,1,0.982761,0.005298,0.983781,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.3,2,0.983571,0.002109,0.985704,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.3,3,0.983209,0.005665,0.983337,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.3,4,0.980133,0.005549,0.986929,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.3,5,0.985294,0.005292,0.982319,2000
SIFT1M,1000000,1000000,Per-role-index,hub,0.3,6,0.982226,0.003599,0.985182,2000
