dataset,N,N_indexed,method,pattern,frac,seed,result_leakage,scored_leakage,frontier_leakage,expanded_leakage,returned_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,latency_mean_ms,latency_p95_ms,latency_p99_ms,memory_ratio_vs_shared,revocation_throughput,compliance_window_s,build_time_s,update_time_ms,operational_leakage
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,5,0.0,0.25064854,0.29232283,0.3574821,0.0,0.139625,0.953455,10.219934,20.225754,27.595923,1.043489,49416.566,0.005195,65.512,0.022371,0.23531119
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,6,0.0,0.23964112,0.28820948,0.32493816,0.0,0.136193,0.953222,10.6699,19.429172,28.658622,1.03855,45120.889,0.004771,70.117,0.021079,0.22520534
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,7,0.0,0.2305783,0.31050277,0.36373405,0.0,0.138479,0.943187,10.32832,19.996215,26.266278,1.024304,44112.131,0.005087,71.216,0.020872,0.23307138
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,8,0.0,0.23085068,0.25443521,0.24988668,0.0,0.137866,0.954189,9.909977,18.136482,26.682955,1.028254,45125.961,0.004846,63.228,0.022948,0.20646855
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,9,0.0,0.22718461,0.30585837,0.33047715,0.0,0.135962,0.944886,10.539751,18.553053,27.547125,1.030893,44550.369,0.004965,60.329,0.02182,0.22146057
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.970937,9.976198,19.220602,24.158752,1.000939,1127.181,606.463172,64.892,0.835258,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.981688,9.629767,19.712211,28.156366,1.000196,1134.495,608.380359,64.702,0.901448,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.977298,9.894014,18.812274,26.750854,0.990668,1202.243,595.285129,65.072,0.842765,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.978445,10.01142,17.351164,27.70882,1.005567,1175.37,591.206641,65.376,0.910182,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.978227,9.829299,17.223154,25.071603,1.011159,1060.831,581.768721,68.306,0.910388,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.976716,9.713671,19.360927,25.873051,0.995292,1227.821,533.888652,64.836,0.797746,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.980613,10.292494,18.245659,25.150862,0.985326,1249.783,610.294489,62.85,0.860815,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.977408,9.78286,18.405695,24.439797,1.011308,1309.116,584.093748,63.07,0.842357,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.975374,9.888031,18.560201,27.540408,1.004713,1213.143,575.760099,67.718,0.742262,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.978149,10.364825,17.837224,25.817048,1.009971,1183.818,577.177693,69.623,0.843195,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,0,0.0,0.26970258,0.34383764,0.38046342,0.0,0.174584,0.929565,10.329479,18.307888,25.659961,1.021103,95077.0,3618.764278,71.862,0.010518,0.26114558
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,1,0.0,0.27807788,0.33939887,0.36886026,0.0,0.181682,0.936837,9.947713,18.00598,25.935912,1.002044,95077.0,3552.665966,66.233,0.010518,0.26324931
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,2,0.0,0.24972543,0.36425714,0.41573533,0.0,0.170156,0.940106,9.886855,18.869847,26.249543,1.010066,95077.0,3677.474069,68.418,0.010518,0.257289
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,3,0.0,0.26749501,0.35224882,0.40657733,0.0,0.177112,0.94063,9.845949,19.232463,26.665274,1.013712,95077.0,3571.739944,71.25,0.010518,0.25989092
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,4,0.0,0.2639234,0.3628746,0.38537412,0.0,0.180864,0.939487,9.860608,17.924133,27.501345,1.009842,95077.0,3326.498698,64.616,0.010518,0.25935055
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,5,0.0,0.25774309,0.34755272,0.36161203,0.0,0.173276,0.938992,9.570787,18.681883,29.098354,1.025014,95077.0,3378.481418,65.937,0.010518,0.25237794
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,6,0.0,0.26404463,0.36629213,0.39231429,0.0,0.181365,0.937458,9.834709,18.06611,24.990018,1.003767,95077.0,3728.360318,64.191,0.010518,0.26106299
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,7,0.0,0.26211285,0.34155869,0.36377786,0.0,0.171607,0.937261,9.155745,16.67202,27.908215,1.017192,95077.0,3791.930826,63.32,0.010518,0.25573013
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,8,0.0,0.27113523,0.34966371,0.36596157,0.0,0.173936,0.943102,9.979551,18.389665,24.493533,0.998889,95077.0,3650.628968,67.022,0.010518,0.26276748
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.5,9,0.0,0.25047441,0.35910908,0.36167581,0.0,0.178615,0.938388,10.328808,18.586837,27.844772,1.007897,95077.0,3747.600746,63.774,0.010518,0.24829584
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,0,0.0,0.27790066,0.3681582,0.437438,0.0,0.192194,0.934414,9.986963,19.83625,23.788626,1.015075,92243.143,3559.744976,65.046,0.010383,0.27663455
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,1,0.0,0.29985242,0.39019862,0.39512874,0.0,0.189351,0.938494,10.132767,19.665684,27.75837,1.039504,91099.377,3739.428862,69.672,0.011308,0.28842849
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,2,0.0,0.30048594,0.3957275,0.43489327,0.0,0.191567,0.92983,10.850739,20.484327,26.949058,1.01567,95065.307,3802.881093,60.155,0.01113,0.28929242
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,3,0.0,0.30172485,0.41386593,0.43142145,0.0,0.192433,0.929633,10.576089,18.586202,25.95637,1.024476,84779.703,3723.426442,67.236,0.01148,0.2977908
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,4,0.0,0.31443996,0.40953938,0.43202439,0.0,0.196952,0.936716,10.362498,20.145715,29.081507,1.041202,95064.976,3528.45938,64.662,0.011293,0.3040384
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,5,0.0,0.30869404,0.36105021,0.4100804,0.0,0.189628,0.93687,10.723863,19.349095,28.410812,1.023177,89370.432,3633.303932,65.86,0.011377,0.29161453
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,6,0.0,0.29632737,0.36511287,0.43532396,0.0,0.184467,0.934527,10.193719,17.988414,28.689287,1.018193,86117.569,3448.871876,59.278,0.010468,0.28365553
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,7,0.0,0.30326194,0.38221481,0.39453879,0.0,0.19349,0.933953,10.600386,19.985792,28.539665,1.022531,88555.271,3974.263682,63.284,0.010932,0.29059677
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,8,0.0,0.28406457,0.38677411,0.47808132,0.0,0.188445,0.934109,10.25146,19.479072,28.147593,1.03634,83637.993,3567.328,65.076,0.010518,0.28434277
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.5,9,0.0,0.31183678,0.38973448,0.45735504,0.0,0.19324,0.934286,11.011802,18.650562,27.901646,1.032064,91700.732,3632.962584,69.662,0.010903,0.29853068
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,0,0.0,0.0788706,0.10637474,0.14021748,0.0,0.076672,0.956893,11.725439,22.179267,31.671477,1.173171,24323.525,0.050766,68.659,0.038753,0.07956044
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,1,0.0,0.08934694,0.11996309,0.12576897,0.0,0.065694,0.956929,11.538959,24.241768,30.395654,1.177599,24210.471,0.049565,72.311,0.040392,0.08787299
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,2,0.0,0.08199481,0.10768746,0.12886933,0.0,0.072384,0.955114,11.892696,22.233156,31.61269,1.146955,23965.612,0.051153,71.302,0.042429,0.08133541
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,3,0.0,0.09147431,0.10920227,0.12869399,0.0,0.074821,0.954634,12.028312,20.705972,30.008369,1.167969,24555.5,0.051052,67.016,0.038746,0.08597583
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,4,0.0,0.09438495,0.12064311,0.13146927,0.0,0.074897,0.957206,12.094071,22.91468,30.339295,1.191659,23239.921,0.049923,70.372,0.042564,0.09058896
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,5,0.0,0.09345072,0.1218664,0.13526127,0.0,0.073081,0.962619,11.887366,23.261533,32.721872,1.176313,23613.189,0.046889,69.14,0.044696,0.09098448
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,6,0.0,0.09008932,0.12122593,0.12699229,0.0,0.070529,0.9556,11.703167,22.403342,32.798607,1.182604,24114.919,0.051552,69.065,0.044505,0.08808993
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,7,0.0,0.0873035,0.10617144,0.12051145,0.0,0.063326,0.959776,11.899971,22.553251,34.807219,1.196039,25026.091,0.049745,74.086,0.042741,0.08266853
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,8,0.0,0.08944861,0.12293251,0.1348252,0.0,0.076533,0.953672,12.049188,21.633109,32.153446,1.178504,23625.259,0.047318,67.521,0.041316,0.08802782
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.5,9,0.0,0.08432068,0.11704722,0.14244233,0.0,0.072954,0.954847,12.42815,22.695058,32.635706,1.192753,24703.867,0.047642,70.625,0.042821,0.084833
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,0,0.0,0.07514085,0.08566195,0.094301,0.0,0.0625,0.962789,12.188382,21.226987,30.329009,1.159956,24566.578,0.038474,66.078,0.037238,0.06940422
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,1,0.0,0.06608405,0.08025894,0.09695231,0.0,0.060278,0.953811,12.221257,21.534687,31.711877,1.158745,25962.06,0.037946,68.215,0.039677,0.06321847
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,2,0.0,0.07371804,0.09720273,0.10697369,0.0,0.061026,0.957928,11.897548,21.291555,32.484211,1.137599,26891.996,0.038658,72.773,0.041136,0.07205876
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,3,0.0,0.07092996,0.09399689,0.10508808,0.0,0.065662,0.961311,11.572118,21.94317,34.256269,1.161572,26906.412,0.04077,72.865,0.035425,0.06923673
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,4,0.0,0.07589858,0.09251541,0.10461939,0.0,0.069612,0.960123,12.036839,22.351092,31.970626,1.157504,25899.396,0.037947,76.116,0.038546,0.07323511
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,5,0.0,0.0698667,0.08958945,0.10545032,0.0,0.067746,0.960668,11.400055,21.171087,28.036797,1.150638,24459.126,0.040046,64.43,0.036911,0.0687266
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,6,0.0,0.07851669,0.09233815,0.12248733,0.0,0.065569,0.961618,11.237353,21.972513,27.547415,1.14754,25028.139,0.040219,62.638,0.037219,0.07428589
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,7,0.0,0.07036915,0.10186021,0.10371162,0.0,0.054083,0.959861,11.692831,20.771317,29.831059,1.160218,26522.919,0.039619,65.676,0.038698,0.07091213
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,8,0.0,0.07548117,0.09296875,0.10580376,0.0,0.061947,0.957831,11.147137,22.056045,33.576417,1.140904,26318.788,0.04234,67.979,0.037947,0.0719857
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.5,9,0.0,0.07488819,0.09925041,0.10692955,0.0,0.059666,0.962205,11.832552,21.069797,31.67579,1.143979,26475.705,0.038817,64.79,0.037455,0.07288276
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,0,0.0,0.14936184,0.18960289,0.22237916,0.0,0.110637,0.946433,11.573178,20.526578,31.564245,1.084594,17011.0,8.452637,68.814,0.058785,0.14447439
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,1,0.0,0.14122274,0.19110895,0.22876425,0.0,0.109906,0.953103,11.585595,21.317318,29.321477,1.06,17011.0,7.887647,67.165,0.058785,0.14081408
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,2,0.0,0.14022463,0.1966567,0.22745544,0.0,0.115324,0.948591,11.994332,22.184789,29.82841,1.081925,17011.0,7.904735,73.831,0.058785,0.1390718
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,3,0.0,0.15277536,0.20009398,0.20767862,0.0,0.114117,0.951154,11.264588,22.717611,32.252411,1.083769,17011.0,7.173556,62.828,0.058785,0.1478267
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,4,0.0,0.14380298,0.18554464,0.24150416,0.0,0.109812,0.95072,11.513086,20.235506,29.665808,1.075145,17011.0,8.093586,62.768,0.058785,0.14151356
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,5,0.0,0.14232497,0.18613508,0.21306353,0.0,0.107669,0.948137,11.386274,21.235954,31.339371,1.087189,17011.0,7.946809,74.758,0.058785,0.13918958
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,6,0.0,0.13301032,0.18703158,0.18273092,0.0,0.108548,0.94407,11.544875,22.257556,32.108757,1.067828,17011.0,8.121557,73.055,0.058785,0.13148936
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,7,0.0,0.15439824,0.19238414,0.20777202,0.0,0.108385,0.949432,11.082484,21.239924,29.760005,1.071647,17011.0,8.081634,64.328,0.058785,0.14707222
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,8,0.0,0.14620572,0.18357063,0.23339645,0.0,0.116365,0.952962,12.286042,21.991272,26.956889,1.074226,17011.0,8.167507,66.324,0.058785,0.14436167
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.5,9,0.0,0.15359763,0.19166091,0.22181765,0.0,0.117111,0.952533,11.186938,21.410737,32.458157,1.082511,17011.0,7.38025,68.473,0.058785,0.14770859
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,0,0.0,0.0,0.0,0.0,0.0,0.035876,0.948909,13.011143,25.532307,33.85477,0.961896,2461.0,0.122473,65.544,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,1,0.0,0.0,0.0,0.0,0.0,0.041158,0.944436,12.883621,24.748107,36.597427,0.963097,2461.0,0.133936,69.031,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,2,0.0,0.0,0.0,0.0,0.0,0.041136,0.944466,13.201152,24.712103,33.976701,0.958682,2461.0,0.119451,71.342,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,3,0.0,0.0,0.0,0.0,0.0,0.046998,0.937068,14.095994,25.242937,36.179844,0.962432,2461.0,0.124304,68.13,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,4,0.0,0.0,0.0,0.0,0.0,0.04149,0.935841,13.485873,25.600089,33.897342,0.954234,2461.0,0.128276,67.693,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,5,0.0,0.0,0.0,0.0,0.0,0.041854,0.942271,14.045138,21.870419,35.175736,0.951325,2461.0,0.121952,63.494,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,6,0.0,0.0,0.0,0.0,0.0,0.042508,0.941405,13.381064,24.133966,36.202365,0.964921,2461.0,0.115778,62.434,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,7,0.0,0.0,0.0,0.0,0.0,0.045802,0.941682,13.302572,23.474644,34.41287,0.961724,2461.0,0.118967,67.068,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,8,0.0,0.0,0.0,0.0,0.0,0.04132,0.942631,13.343181,24.912017,36.8177,0.943073,2461.0,0.120102,69.197,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.5,9,0.0,0.0,0.0,0.0,0.0,0.041664,0.943264,13.864645,25.849993,33.894462,0.979638,2461.0,0.117284,73.772,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,0,0.0,0.08546431,0.11501557,0.12595332,0.0,0.085192,0.958808,12.153814,23.422927,32.825919,1.069337,10931.0,212.327645,70.763,0.091483,0.08355145
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,1,0.0,0.11171685,0.14199054,0.16391663,0.0,0.088426,0.960406,11.729293,24.038355,29.849331,1.048968,10931.0,211.566902,72.344,0.091483,0.10811754
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,2,0.0,0.09988344,0.12576292,0.13108341,0.0,0.08873,0.966194,11.982126,24.101014,34.927741,1.072115,10931.0,231.619826,68.406,0.091483,0.09556902
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,3,0.0,0.08857188,0.11413381,0.12732454,0.0,0.087995,0.962689,12.458553,23.188126,34.97627,1.059428,10931.0,221.343755,64.874,0.091483,0.08572369
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,4,0.0,0.10163492,0.11974869,0.12676967,0.0,0.083375,0.962581,12.725024,22.32617,34.367223,1.053509,10931.0,211.430348,70.151,0.091483,0.09393902
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,5,0.0,0.09558078,0.1246525,0.15504922,0.0,0.08226,0.959172,12.16351,22.781178,31.819092,1.049012,10931.0,216.754056,69.501,0.091483,0.09417442
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,6,0.0,0.10517425,0.13196926,0.15256008,0.0,0.080758,0.959644,12.453758,22.91453,32.709461,1.065142,10931.0,222.063488,66.996,0.091483,0.10103406
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,7,0.0,0.10289564,0.12610784,0.14325705,0.0,0.078442,0.956762,12.892575,24.942187,34.616157,1.063549,10931.0,223.530667,65.489,0.091483,0.09814771
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,8,0.0,0.10072148,0.13762346,0.16824062,0.0,0.082922,0.957813,12.505588,22.244949,31.767096,1.060864,10931.0,208.877069,68.307,0.091483,0.1009583
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.5,9,0.0,0.09598815,0.12527658,0.14314698,0.0,0.086098,0.958313,12.15563,22.004899,32.699664,1.057662,10931.0,231.233447,67.597,0.091483,0.09396196
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,0,0.0,0.0,0.0,0.0,0.0,0.007913,0.973795,9.836015,20.169053,28.205775,38.201081,4000.0,0.085011,141.6,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,1,0.0,0.0,0.0,0.0,0.0,0.002447,0.973506,10.660441,19.105816,26.709586,37.849517,4000.0,0.085062,143.603,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,2,0.0,0.0,0.0,0.0,0.0,0.010649,0.969326,9.871829,19.88853,26.79831,38.654702,4000.0,0.077412,139.191,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,3,0.0,0.0,0.0,0.0,0.0,0.00605,0.973029,9.934295,18.370252,28.399108,37.693658,4000.0,0.080037,137.026,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,4,0.0,0.0,0.0,0.0,0.0,0.006991,0.973408,9.808786,19.151008,27.212104,38.361556,4000.0,0.078232,152.349,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,5,0.0,0.0,0.0,0.0,0.0,0.006807,0.973237,10.492731,18.571859,28.118373,38.039616,4000.0,0.082196,138.87,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,6,0.0,0.0,0.0,0.0,0.0,0.007676,0.976435,10.301398,18.477246,27.573124,38.587426,4000.0,0.07779,135.56,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.97239,10.452811,19.241866,29.537774,38.40098,4000.0,0.076681,138.202,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,8,0.0,0.0,0.0,0.0,0.0,0.011375,0.973757,10.034876,19.860823,26.788743,37.210489,4000.0,0.08284,141.439,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.5,9,0.0,0.0,0.0,0.0,0.0,0.007882,0.968308,10.280363,19.725008,25.033615,38.541893,4000.0,0.080745,139.036,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,0,0.0,0.0,0.0,0.0,0.0,0.006382,0.975974,9.929088,19.592554,28.421378,2968.007333,3431.097,0.058623,303.23,0.294789,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.974466,10.146347,19.519061,27.575535,2981.948032,3733.88,0.052956,350.164,0.28399,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,2,0.0,0.0,0.0,0.0,0.0,0.007552,0.977228,9.685819,18.996677,27.99235,2979.463863,3407.612,0.060807,347.016,0.310303,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,3,0.0,0.0,0.0,0.0,0.0,0.004725,0.974434,10.19826,17.998843,25.304847,2988.234925,3188.01,0.059393,349.405,0.312452,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.974975,10.222885,16.294135,25.895447,2987.578253,3196.042,0.061871,333.309,0.27619,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,5,0.0,0.0,0.0,0.0,0.0,0.002078,0.974637,10.157808,20.185137,26.485738,2947.702894,3342.301,0.060632,341.637,0.277274,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,6,0.0,0.0,0.0,0.0,0.0,0.009088,0.973126,10.012793,18.58078,29.134522,2961.362487,3367.559,0.061069,319.973,0.281155,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.974442,9.975417,17.359581,27.778973,2987.539721,3491.677,0.060763,342.148,0.276347,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,8,0.0,0.0,0.0,0.0,0.0,0.007978,0.974618,10.097833,18.348627,27.464879,3007.448896,3719.761,0.060116,298.64,0.307682,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.5,9,0.0,0.0,0.0,0.0,0.0,0.006788,0.973541,9.764934,19.541326,26.366696,2963.281449,3743.245,0.061972,334.395,0.287938,
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,0,0.0,0.0,0.0,0.0,0.0,0.005078,0.974219,11.497422,21.251357,31.646654,1.08943,49975.0,0.006001,68.214,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,1,0.0,0.0,0.0,0.0,0.0,0.011714,0.971808,11.233689,21.300209,32.761436,1.10035,49975.0,0.005725,70.169,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,2,0.0,0.0,0.0,0.0,0.0,0.016177,0.97518,11.689174,21.301862,31.41282,1.102604,49975.0,0.006268,63.646,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,3,0.0,0.0,0.0,0.0,0.0,0.007728,0.974581,11.93409,21.368571,29.492525,1.104228,49975.0,0.005709,78.047,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,4,0.0,0.0,0.0,0.0,0.0,0.007061,0.973622,11.148645,21.767233,27.443178,1.080168,49975.0,0.005873,65.625,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,5,0.0,0.0,0.0,0.0,0.0,0.005951,0.971738,11.242867,21.159782,29.281773,1.111796,49975.0,0.005632,65.029,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,6,0.0,0.0,0.0,0.0,0.0,0.008511,0.973887,11.423609,21.851373,30.615527,1.09909,49975.0,0.00595,64.372,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,7,0.0,0.0,0.0,0.0,0.0,0.018412,0.967929,11.694089,21.873081,31.402872,1.107283,49975.0,0.005946,70.781,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,8,0.0,0.0,0.0,0.0,0.0,0.013148,0.977831,10.696641,21.759219,30.600616,1.096289,49975.0,0.005934,69.288,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.5,9,0.0,0.0,0.0,0.0,0.0,0.012983,0.975647,11.286617,22.51609,30.245654,1.091057,49975.0,0.006112,67.76,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.5,0,0.0,0.0,0.0,0.0,0.0,0.059506,0.925219,10.385791,20.401978,26.616565,1.024068,41586.197,0.00478,61.08,0.023647,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.5,1,0.0,0.0,0.0,0.0,0.0,0.06077,0.921488,10.535028,19.325903,28.373899,1.039919,41644.902,0.00495,64.192,0.023498,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.5,2,0.0,0.0,0.0,0.0,0.0,0.058949,0.922127,10.168848,18.808829,26.192763,1.014352,41254.118,0.004854,67.589,0.02452,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.5,3,0.0,0.0,0.0,0.0,0.0,0.062796,0.926635,10.859224,17.874448,28.371664,1.029581,43728.599,0.004598,65.216,0.023073,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.5,4,0.0,0.0,0.0,0.0,0.0,0.054126,0.920901,10.513969,18.645224,25.084053,1.016197,42378.599,0.005168,66.598,0.023845,0.0
